Year,Company,Model,Transmission,Kms_Driven,ownership,Fuel_Type,Passing,Area,Price
2017,Maruti,IGNIS,Automatic,22182,2nd Owner,Petrol,MH-03,Mumbai,476000
2017,Maruti,Celerio,Manual,84561,2nd Owner,CNG,GJ-13,Rajkot,419000
2012,Maruti,Alto,Manual,11969,1st Owner,Petrol,MH-05,Pune,190000
2013,Maruti,Swift Dzire,Manual,20381,1st Owner,Petrol,MH-03,Mumbai,387000
2014,Maruti,Swift Dzire,Manual,44495,1st Owner,Petrol,WB-02,Kolkata,310000
2016,Maruti,Alto 800,Manual,28518,1st Owner,Petrol,WB-24,Kolkata,243000
2017,Maruti,Swift,Manual,39046,1st Owner,Petrol,HR-76,Gurugram,510000
2015,Maruti,Alto K10,Manual,69770,1st Owner,CNG,DL-9C,New Delhi,295000
2015,Maruti,Celerio,Manual,77422,1st Owner,Petrol,MH-04,Mumbai,341000
2010,Maruti,Swift Dzire,Manual,83887,1st Owner,Petrol,DL-9C,New Delhi,214000
2018,Maruti,Swift,Automatic,56697,1st Owner,Diesel,KA-04,Bengaluru,710350
2010,Maruti,Zen Estilo,Manual,88084,2nd Owner,Petrol,MH-12,Pune,183000
2017,Maruti,Baleno,Manual,54407,1st Owner,Petrol,HR-26,Faridabad,564000
2020,Maruti,Dzire,Manual,13137,1st Owner,Petrol,DL-5C,Noida,659000
2015,Maruti,Alto 800,Manual,41247,1st Owner,Petrol,MH-12,Pune,263000
2018,Maruti,Baleno,Automatic,19443,1st Owner,Petrol,UP-14,Ghaziabad,608000
2019,Maruti,Dzire,Manual,32436,1st Owner,Petrol,HR-30,Rohtak,592000
2011,Maruti,Alto K10,Manual,23584,1st Owner,Petrol,DL-8C,Noida,188000
2016,Maruti,Celerio,Manual,29780,1st Owner,Petrol,KA-02,Bengaluru,441000
2018,Maruti,Baleno,Manual,60684,1st Owner,Petrol,MH-03,Mumbai,591000
2018,Maruti,Vitara Brezza,Automatic,44719,1st Owner,Diesel,PB-10,Ludhiana,811000
2010,Maruti,A Star,Manual,18589,1st Owner,Petrol,DL-2C,Noida,150000
2016,Maruti,Swift,Manual,92733,2nd Owner,Diesel,UP-15,Lucknow,391000
2018,Maruti,Dzire,Manual,45275,1st Owner,Petrol,WB-02,Kolkata,489000
2020,Maruti,New Wagon-R,Manual,67846,1st Owner,Petrol,UP-32,Lucknow,474000
2014,Maruti,Alto 800,Manual,76339,1st Owner,Petrol,MH-08,Nagpur,216000
2015,Maruti,Swift Dzire,Manual,41565,2nd Owner,Petrol,WB-24,Kolkata,348000
2018,Maruti,Wagon R 1.0,Automatic,35547,1st Owner,Petrol,KL-24,Kochi,458000
2021,Maruti,Ertiga,Manual,78592,1st Owner,CNG,PB-08,Chandigarh,1004000
2014,Maruti,Swift,Manual,56753,2nd Owner,Petrol,HR-51,Gurugram,453000
2019,Maruti,Alto,Manual,27760,1st Owner,Petrol,HR-19,Chandigarh,314000
2019,Maruti,Celerio,Manual,15356,1st Owner,Petrol,KA-01,Bengaluru,535000
2015,Maruti,Swift Dzire,Manual,43727,1st Owner,Petrol,MH-12,Pune,486000
2022,Maruti,New Wagon-R,Manual,7373,1st Owner,Petrol,UP-32,Lucknow,649000
2010,Maruti,A Star,Manual,46559,1st Owner,Petrol,WB-06,Kolkata,175000
2016,Maruti,Swift,Manual,64279,2nd Owner,Diesel,TN-10,Coimbatore,551000
2019,Maruti,Dzire,Manual,25905,1st Owner,Petrol,KA-05,Bengaluru,667000
2012,Maruti,Swift Dzire,Manual,99500,1st Owner,Petrol,DL-9C,Noida,325000
2019,Maruti,Alto,Manual,51964,1st Owner,CNG,DL-12,Faridabad,389000
2018,Maruti,Swift,Automatic,71824,1st Owner,Petrol,MP-48,Lasudia Mori,522000
2016,Maruti,Baleno,Manual,54358,1st Owner,Petrol,UP-32,Lucknow,469000
2018,Maruti,IGNIS,Automatic,43453,1st Owner,Petrol,PB-91,Chandigarh,463000
2019,Maruti,New Wagon-R,Manual,63004,2nd Owner,Petrol,UP-32,Lucknow,442000
2014,Maruti,Swift,Manual,66639,1st Owner,Petrol,UP-70,Lucknow,359000
2018,Maruti,Wagon R 1.0,Manual,49694,1st Owner,Petrol,WB-12,Kolkata,345000
2015,Maruti,Wagon R 1.0,Manual,84483,1st Owner,CNG,HR-13,Gurugram,318000
2019,Maruti,Alto K10,Manual,61935,1st Owner,CNG,HR-51,New Delhi,387000
2016,Maruti,Swift,Manual,82380,1st Owner,Petrol,MP-04,Lasudia Mori,450000
2016,Maruti,Celerio,Automatic,77711,3rd Owner,Petrol,KA-42,Bengaluru,393000
2015,Maruti,Wagon R 1.0,Manual,23093,1st Owner,Petrol,WB-06,Kolkata,310000
2020,Maruti,Alto,Manual,44956,1st Owner,Petrol,HR-80,Rohtak,347000
2012,Maruti,Swift,Manual,106944,1st Owner,Petrol,MH-04,Nasik,319000
2016,Maruti,Alto 800,Manual,62202,1st Owner,Petrol,WB-24,Kolkata,262000
2019,Maruti,Alto K10,Automatic,12639,2nd Owner,Petrol,MH-01,Nasik,395000
2021,Maruti,S Cross,Manual,22273,1st Owner,Petrol,UP-32,Lucknow,795000
2022,Maruti,Vitara Brezza,Manual,22783,2nd Owner,Petrol,PB-10,Chandigarh,868000
2020,Maruti,Celerio,Manual,53570,1st Owner,Petrol,HR-26,Gurugram,421000
2016,Maruti,Baleno,Manual,43834,2nd Owner,Petrol,WB-02,Kolkata,428000
2017,Maruti,Baleno,Manual,50135,1st Owner,Petrol,PB-10,Ludhiana,600000
2013,Maruti,Alto K10,Manual,32789,1st Owner,Petrol,MH-12,Pune,268000
2013,Maruti,Wagon R 1.0,Manual,30418,2nd Owner,Petrol,TN-06,Chennai,327000
2012,Maruti,Swift Dzire,Manual,61530,3rd Owner,Petrol,MH-02,Nasik,331000
2018,Maruti,Wagon R 1.0,Manual,23255,1st Owner,CNG,MH-05,Pune,424000
2021,Maruti,Vitara Brezza,Manual,24808,1st Owner,Petrol,PB-32,Ludhiana,901000
2019,Maruti,Alto,Manual,51290,1st Owner,Petrol,PB-87,Ludhiana,333000
2018,Maruti,Alto 800,Manual,95385,1st Owner,Petrol,GJ-26,Surat,327000
2019,Maruti,New Wagon-R,Manual,53085,1st Owner,CNG,HR-29,Gurugram,518650
2015,Maruti,Alto K10,Automatic,24361,2nd Owner,Petrol,DL-3C,Noida,303000
2016,Maruti,Ciaz,Manual,33184,1st Owner,Petrol,UP-14,Noida,600000
2011,Maruti,Wagon R 1.0,Manual,41035,1st Owner,Petrol,MH-02,Navi Mumbai,240000
2018,Maruti,Wagon R 1.0,Automatic,64129,1st Owner,Petrol,WB-10,Kolkata,357000
2012,Maruti,Wagon R 1.0,Manual,61527,1st Owner,Petrol,TN-18,Chennai,313000
2019,Maruti,Baleno,Manual,39725,1st Owner,Petrol,WB-08,Kolkata,586000
2019,Maruti,Baleno,Automatic,66714,1st Owner,Petrol,HR-70,Noida,667000
2014,Maruti,Swift,Manual,44992,1st Owner,Petrol,UP-14,New Delhi,372000
2021,Maruti,IGNIS,Manual,22244,1st Owner,Petrol,WB-08,Kolkata,481000
2014,Maruti,Ritz,Manual,82506,2nd Owner,Petrol,MH-14,Pune,289000
2018,Maruti,Baleno,Manual,51413,2nd Owner,Petrol,DL-12,New Delhi,506000
2017,Maruti,Swift Dzire,Manual,78994,1st Owner,Petrol,DL-9C,Noida,529000
2022,Maruti,BREZZA,Manual,19466,1st Owner,Petrol,TS-05,Hyderabad,1347000
2012,Maruti,Swift,Manual,99428,3rd Owner,CNG,MH-15,Nasik,331200
2019,Maruti,Alto,Manual,20657,2nd Owner,Petrol,MH-40,Nagpur,297000
2011,Maruti,Alto K10,Manual,34622,1st Owner,Petrol,BR-01,Patna,176000
2015,Maruti,Swift Dzire,Manual,36888,2nd Owner,Petrol,DL-12,Ghaziabad,392000
2012,Maruti,Swift Dzire,Manual,106877,1st Owner,Petrol,HR-12,Noida,224000
2016,Maruti,Ciaz,Manual,110103,1st Owner,Diesel,TS-09,Hyderabad,653000
2019,Maruti,Vitara Brezza,Automatic,45739,1st Owner,Diesel,HR-87,Chandigarh,783800
2018,Maruti,Wagon R 1.0,Manual,94153,1st Owner,CNG,GJ-01,Ahmedabad,424000
2016,Maruti,Swift Dzire,Manual,53383,2nd Owner,Petrol,UP-32,Lucknow,453000
2010,Maruti,Alto K10,Manual,79011,1st Owner,Petrol,DL-9C,Noida,166000
2017,Maruti,Celerio,Manual,26616,1st Owner,Petrol,KA-41,Bengaluru,450000
2021,Maruti,Swift,Manual,21804,1st Owner,Petrol,HR-29,Gurugram,651000
2018,Maruti,Baleno,Manual,60042,1st Owner,Petrol,MH-47,Mumbai,614000
2020,Maruti,Alto,Manual,79358,1st Owner,CNG,MH-14,Pune,384000
2018,Maruti,Alto 800,Manual,42611,1st Owner,Petrol,DL-5C,New Delhi,298000
2019,Maruti,Alto,Manual,9875,1st Owner,Petrol,MH-05,Nagpur,335000
2020,Maruti,S PRESSO,Manual,11274,2nd Owner,Petrol,UP-32,Lucknow,397750
2019,Maruti,Alto,Manual,63515,1st Owner,CNG,RJ-05,Mansarovar,357000
2015,Maruti,Alto K10,Manual,46720,2nd Owner,Petrol,KA-03,Bengaluru,334000
2011,Maruti,Ritz,Manual,104495,2nd Owner,Petrol,HR-26,Faridabad,208000
2017,Maruti,Vitara Brezza,Manual,45733,1st Owner,Diesel,UP-78,Lucknow,735000
2017,Maruti,Swift,Manual,21083,1st Owner,Petrol,GJ-01,Ahmedabad,544000
2020,Maruti,Baleno,Manual,18875,1st Owner,Petrol,MH-14,Pune,721000
2016,Maruti,Swift,Manual,80664,1st Owner,Petrol,UP-78,Noida,379000
2014,Maruti,Swift Dzire,Manual,33912,3rd Owner,Petrol,KA-04,Bengaluru,465000
2018,Maruti,Wagon R 1.0,Manual,25425,1st Owner,Petrol,MH-03,Nagpur,401000
2013,Maruti,Swift,Manual,58209,1st Owner,Petrol,TN-18,Chennai,422000
2013,Maruti,Swift Dzire,Manual,88833,2nd Owner,Petrol,HR-26,Gurugram,334000
2021,Maruti,Alto,Manual,6817,1st Owner,Petrol,MH-04,Mumbai,378000
2019,Maruti,Alto,Manual,70106,2nd Owner,Petrol,CH-01,Chandigarh,316000
2018,Maruti,Baleno,Automatic,75764,2nd Owner,Petrol,KA-01,Bengaluru,649000
2015,Maruti,Swift,Manual,77147,3rd Owner,Petrol,KA-53,Bengaluru,467000
2013,Maruti,Swift Dzire,Manual,63055,1st Owner,Petrol,DL-6C,Gurugram,393000
2017,Maruti,Baleno,Manual,38418,2nd Owner,Petrol,TS-09,Hyderabad,580000
2019,Maruti,Ciaz,Manual,106244,1st Owner,Petrol,DL-2C,Noida,696000
2017,Maruti,Swift,Manual,49910,1st Owner,Petrol,UP-16,Noida,452000
2015,Maruti,Swift Dzire,Manual,43174,1st Owner,Petrol,MH-03,Navi Mumbai,463000
2020,Maruti,Swift,Manual,46549,2nd Owner,Petrol,GJ-01,Ahmedabad,565000
2013,Maruti,Wagon R Stingray,Manual,62186,1st Owner,Petrol,MH-02,Nasik,289000
2016,Maruti,Alto 800,Manual,40463,1st Owner,Petrol,WB-02,Kolkata,230000
2019,Maruti,Dzire,Manual,58422,1st Owner,Petrol,GJ-01,Rajkot,628000
2019,Maruti,Baleno,Automatic,29008,2nd Owner,Petrol,UP-16,Ghaziabad,762000
2017,Maruti,Alto K10,Manual,45785,1st Owner,Petrol,DL-9C,Noida,347000
2018,Maruti,Celerio,Manual,51390,1st Owner,CNG,MH-43,Nagpur,433000
2019,Maruti,Swift,Manual,37732,1st Owner,Petrol,MP-09,Lasudia Mori,601000
2019,Maruti,Alto,Manual,20494,1st Owner,Petrol,CH-01,Chandigarh,324000
2017,Maruti,S Cross,Manual,70930,1st Owner,Diesel,MH-36,Nagpur,645000
2018,Maruti,Swift,Manual,47142,1st Owner,Petrol,RJ-14,Jaipur,582000
2014,Maruti,Celerio,Manual,117617,1st Owner,CNG,MH-01,Mumbai,321000
2015,Maruti,Celerio,Manual,19241,1st Owner,Petrol,WB-24,Kolkata,335000
2014,Maruti,Alto 800,Manual,51356,3rd Owner,Petrol,TN-11,Chennai,229000
2018,Maruti,Celerio X,Manual,54223,1st Owner,Petrol,RJ-29,Mansarovar,414000
2017,Maruti,Baleno,Automatic,88993,1st Owner,Petrol,MP-09,Lasudia Mori,619000
2015,Maruti,Swift,Manual,60559,1st Owner,Petrol,RJ-14,Mansarovar,434000
2017,Maruti,Swift,Manual,40512,2nd Owner,Petrol,HR-26,Faridabad,486800
2014,Maruti,Swift Dzire,Manual,53875,1st Owner,Petrol,GJ-05,Surat,481000
2021,Maruti,Celerio X,Manual,61396,1st Owner,Petrol,MP-09,Lasudia Mori,435000
2019,Maruti,New Wagon-R,Manual,90671,1st Owner,CNG,HR-29,New Delhi,476000
2021,Maruti,New Wagon-R,Manual,61651,1st Owner,CNG,MH-05,Nagpur,558000
2016,Maruti,Vitara Brezza,Manual,79819,2nd Owner,Diesel,HR-70,Chandigarh,574000
2019,Maruti,Swift,Manual,17023,1st Owner,Petrol,UP-14,Noida,531000
2016,Maruti,Baleno,Manual,43929,1st Owner,Petrol,HR-26,Noida,513000
2018,Maruti,Dzire,Manual,48162,1st Owner,Petrol,HR-51,Noida,566000
2019,Maruti,Swift,Manual,49661,1st Owner,Petrol,DL-5C,New Delhi,506000
2020,Maruti,New Wagon-R,Manual,9739,1st Owner,Petrol,DL-8C,Gurugram,507000
2016,Maruti,Ciaz,Manual,51414,1st Owner,Petrol,MH-47,Pune,580000
2013,Maruti,Swift Dzire,Manual,80318,2nd Owner,Petrol,DL-3C,New Delhi,314000
2019,Maruti,S PRESSO,Manual,4316,1st Owner,Petrol,WB-02,Kolkata,401000
2020,Maruti,New Wagon-R,Automatic,15440,2nd Owner,Petrol,WB-20,Kolkata,497000
2018,Maruti,Alto K10,Automatic,29526,2nd Owner,Petrol,WB-24,Kolkata,325000
2020,Maruti,Alto,Manual,8695,1st Owner,Petrol,UP-78,Lucknow,375000
2015,Maruti,Swift,Manual,43013,1st Owner,Petrol,GJ-01,Ahmedabad,508000
2018,Maruti,Vitara Brezza,Manual,45655,1st Owner,Diesel,DL-8C,Noida,734000
2020,Maruti,S Cross,Manual,2934,1st Owner,Petrol,MP-13,Lasudia Mori,1023000
2019,Maruti,IGNIS,Automatic,21167,1st Owner,Petrol,MH-49,Nagpur,651000
2017,Maruti,Baleno,Automatic,32343,1st Owner,Petrol,MH-14,Pune,603000
2012,Maruti,Ertiga,Manual,98413,2nd Owner,Diesel,KA-51,Bengaluru,602000
2010,Maruti,Swift,Manual,62746,1st Owner,Petrol,DL-8C,Noida,184000
2017,Maruti,Baleno,Automatic,63633,1st Owner,Petrol,RJ-14,Mansarovar,583000
2014,Maruti,Wagon R 1.0,Manual,46709,3rd Owner,Petrol,HR-26,Gurugram,330000
2016,Maruti,Swift Dzire,Manual,49220,1st Owner,Petrol,UP-78,Lucknow,490000
2020,Maruti,New Wagon-R,Manual,23981,2nd Owner,Petrol,HR-19,New Delhi,512000
2017,Maruti,Wagon R 1.0,Manual,35152,1st Owner,CNG,DL-8C,Noida,396000
2017,Maruti,Baleno,Manual,76971,1st Owner,Petrol,KA-01,Bengaluru,585000
2018,Maruti,Wagon R 1.0,Manual,60221,2nd Owner,Petrol,TN-30,Coimbatore,441000
2017,Maruti,Dzire,Manual,81369,1st Owner,Petrol,HR-03,Chandigarh,553000
2019,Maruti,Baleno,Manual,77169,1st Owner,Petrol,HR-29,Gurugram,629000
2014,Maruti,Swift,Manual,69859,1st Owner,Petrol,DL-1C,Ghaziabad,345000
2015,Maruti,Wagon R 1.0,Manual,46332,2nd Owner,Petrol,KA-51,Bengaluru,354000
2016,Maruti,Baleno,Manual,100486,1st Owner,Petrol,DL-5C,Noida,438000
2017,Maruti,Ciaz,Manual,84866,1st Owner,Diesel,RJ-14,Mansarovar,656000
2020,Maruti,S PRESSO,Manual,6844,1st Owner,Petrol,WB-24,Kolkata,411000
2017,Maruti,Swift,Manual,37368,1st Owner,Petrol,HR-26,Gurugram,487000
2021,Maruti,Alto,Manual,21969,1st Owner,Petrol,DL-6C,New Delhi,369200
2010,Maruti,A Star,Manual,64103,2nd Owner,Petrol,KA-02,Bengaluru,221000
2020,Maruti,Alto,Manual,37999,2nd Owner,Petrol,RJ-45,Mansarovar,347000
2015,Maruti,Ciaz,Manual,59890,2nd Owner,Petrol,HR-26,New Delhi,462000
2016,Maruti,Ciaz,Manual,105374,1st Owner,Petrol,MH-49,Nagpur,554000
2019,Maruti,Alto 800,Manual,29095,2nd Owner,Petrol,WB-26,Kolkata,279000
2016,Maruti,Alto K10,Manual,22747,2nd Owner,Petrol,DL-1C,Ghaziabad,290000
2020,Maruti,Celerio,Manual,50393,1st Owner,CNG,MH-43,Navi Mumbai,507000
2021,Maruti,New Wagon-R,Manual,28647,1st Owner,CNG,KA-50,Bengaluru,585000
2017,Maruti,Baleno,Manual,100102,1st Owner,Petrol,HR-26,New Delhi,485000
2018,Maruti,Swift,Manual,68734,2nd Owner,Diesel,TN-09,Chennai,587000
2015,Maruti,Swift Dzire,Manual,85756,1st Owner,Petrol,WB-08,Kolkata,352000
2017,Maruti,Wagon R 1.0,Manual,54763,1st Owner,Petrol,MH-12,Pune,453000
2018,Maruti,Swift,Manual,38982,2nd Owner,Petrol,HR-81,Gurugram,542000
2015,Maruti,Wagon R 1.0,Manual,70766,1st Owner,Petrol,DL-8C,Gurugram,308000
2015,Maruti,Wagon R 1.0,Manual,80863,2nd Owner,Petrol,KA-05,Bengaluru,415000
2015,Maruti,Ciaz,Automatic,44220,2nd Owner,Petrol,GJ-01,Ahmedabad,564000
2015,Maruti,Ciaz,Manual,91435,2nd Owner,Petrol,DL-1C,Noida,517000
2021,Maruti,Dzire,Manual,29581,1st Owner,Petrol,GJ-16,Ahmedabad,694000
2013,Maruti,Swift Dzire,Manual,21090,1st Owner,Petrol,DL-12,Noida,404000
2022,Maruti,New Wagon-R,Manual,12132,1st Owner,Petrol,TN-20,Chennai,683000
2011,Maruti,Swift,Manual,63086,1st Owner,Diesel,KA-04,Bengaluru,405000
2014,Maruti,Swift,Manual,94540,1st Owner,Petrol,TS-07,Hyderabad,421000
2020,Maruti,Dzire,Manual,74490,1st Owner,Petrol,UP-32,Lucknow,602000
2018,Maruti,Swift,Automatic,84985,1st Owner,Petrol,UP-32,Lucknow,554000
2018,Maruti,Alto 800,Manual,40069,2nd Owner,Petrol,MH-40,Nagpur,292000
2020,Maruti,New Wagon-R,Manual,47781,1st Owner,CNG,CH-01,Chandigarh,515000
2015,Maruti,Swift,Manual,59196,2nd Owner,Petrol,GJ-01,Rajkot,480000
2020,Maruti,XL6,Automatic,31882,1st Owner,Petrol,PB-65,Chandigarh,937000
2014,Maruti,Swift Dzire,Manual,52515,1st Owner,Petrol,DL-12,Noida,377000
2016,Maruti,Ertiga,Manual,60501,1st Owner,Petrol,WB-24,Kolkata,634000
2018,Maruti,Alto 800,Manual,85648,1st Owner,Petrol,RJ-45,Mansarovar,299000
2019,Maruti,Dzire,Automatic,54123,1st Owner,Petrol,TS-08,Hyderabad,750000
2015,Maruti,Baleno,Manual,92172,1st Owner,Diesel,PB-10,Chandigarh,408000
2019,Maruti,Swift,Manual,70182,1st Owner,Petrol,DL-12,New Delhi,498000
2015,Maruti,Swift,Manual,34422,2nd Owner,Petrol,MH-02,Nagpur,485000
2014,Maruti,Wagon R 1.0,Manual,40679,1st Owner,Petrol,MH-03,Nagpur,322000
2014,Maruti,Swift Dzire,Manual,82929,1st Owner,Petrol,HR-26,New Delhi,368000
2021,Maruti,New Wagon-R,Manual,44769,1st Owner,CNG,UP-78,Lucknow,606000
2018,Maruti,Wagon R 1.0,Automatic,41338,2nd Owner,CNG,GJ-36,Rajkot,471000
2018,Maruti,Dzire,Automatic,67778,1st Owner,Petrol,UP-53,Lucknow,686000
2013,Maruti,Alto K10,Manual,55611,1st Owner,Petrol,MH-12,Pune,253000
2017,Maruti,Swift Dzire,Manual,65798,1st Owner,Petrol,DL-8C,Gurugram,503000
2019,Maruti,Alto,Manual,83611,1st Owner,Petrol,PB-10,Ludhiana,362000
2014,Maruti,Ertiga,Manual,52520,2nd Owner,Diesel,PB-10,Chandigarh,504000
2014,Maruti,Swift Dzire,Manual,56357,1st Owner,Diesel,HR-31,Chandigarh,424000
2014,Maruti,Swift,Manual,46247,2nd Owner,Petrol,HR-26,New Delhi,343000
2019,Maruti,Swift,Manual,51622,1st Owner,Petrol,HR-51,Chandigarh,545000
2019,Maruti,Swift,Manual,56907,1st Owner,Petrol,UP-53,Lucknow,570000
2022,Maruti,Baleno,Manual,6951,1st Owner,Petrol,TN-06,Chennai,875000
2019,Maruti,Swift,Manual,47262,1st Owner,Petrol,PB-70,Chandigarh,605000
2017,Maruti,Dzire,Manual,12324,1st Owner,Petrol,DL-2C,New Delhi,565000
2016,Maruti,Wagon R 1.0,Automatic,70572,2nd Owner,Petrol,GJ-05,Surat,361000
2012,Maruti,Swift Dzire,Manual,50854,2nd Owner,Petrol,DL-3C,Noida,294000
2014,Maruti,Swift Dzire,Manual,116132,2nd Owner,Petrol,HR-26,New Delhi,344000
2020,Maruti,S Cross,Manual,5647,1st Owner,Petrol,PB-08,Ludhiana,862000
2018,Maruti,Alto K10,Manual,90092,1st Owner,Petrol,HR-03,Chandigarh,332000
2012,Maruti,Zen Estilo,Manual,15432,1st Owner,Petrol,DL-3C,Gurugram,195000
2019,Maruti,Alto 800,Manual,37817,1st Owner,Petrol,RJ-02,Mansarovar,326000
2019,Maruti,Celerio X,Manual,54711,1st Owner,Petrol,HR-36,New Delhi,549000
2019,Maruti,Vitara Brezza,Automatic,26769,1st Owner,Diesel,UP-32,Ghaziabad,833000
2016,Maruti,Alto 800,Manual,28381,1st Owner,Petrol,MH-12,Pune,279000
2012,Maruti,Ertiga,Manual,100479,3rd Owner,Diesel,KA-01,Bengaluru,579000
2019,Maruti,Baleno,Manual,50750,1st Owner,Petrol,WB-12,Kolkata,490000
2017,Maruti,IGNIS,Automatic,39181,2nd Owner,Petrol,HR-29,Gurugram,487000
2021,Maruti,New Wagon-R,Automatic,57433,1st Owner,Petrol,MH-34,Nagpur,617000
2021,Maruti,Dzire,Manual,32520,1st Owner,Petrol,UP-32,Lucknow,763000
2017,Maruti,Swift,Manual,83231,1st Owner,Petrol,HR-36,Faridabad,433200
2016,Maruti,Alto K10,Manual,44754,2nd Owner,Petrol,TN-04,Chennai,285000
2017,Maruti,S Cross,Manual,99331,2nd Owner,Diesel,UP-32,Lucknow,577000
2015,Maruti,Celerio,Automatic,27823,1st Owner,Petrol,MH-04,Mumbai,405000
2018,Maruti,Ciaz,Manual,53190,2nd Owner,Petrol,WB-08,Kolkata,582000
2016,Maruti,Alto K10,Manual,65484,3rd Owner,Petrol,KA-50,Bengaluru,318000
2014,Maruti,Alto 800,Manual,71000,2nd Owner,Petrol,PB-10,Chandigarh,234000
2012,Maruti,Swift,Manual,48005,1st Owner,Petrol,UP-14,Noida,313000
2014,Maruti,Wagon R 1.0,Manual,85644,1st Owner,CNG,MH-46,Mumbai,301000
2018,Maruti,Baleno,Automatic,44491,2nd Owner,Petrol,HR-26,Chandigarh,592000
2015,Maruti,Swift,Manual,89200,1st Owner,Petrol,KA-50,Bengaluru,479000
2010,Maruti,Alto K10,Manual,53614,1st Owner,Petrol,MH-14,Pune,171000
2017,Maruti,IGNIS,Manual,60719,1st Owner,Petrol,DL-12,Noida,411000
2017,Maruti,Dzire,Manual,24920,1st Owner,Petrol,MH-49,Nagpur,609000
2017,Maruti,Baleno,Manual,36540,1st Owner,Petrol,WB-26,Kolkata,447000
2020,Maruti,IGNIS,Manual,31459,1st Owner,Petrol,DL-2C,Ghaziabad,548000
2013,Maruti,Swift Dzire,Manual,55225,1st Owner,Petrol,MH-05,Mumbai,419000
2020,Maruti,Alto,Manual,28328,1st Owner,Petrol,RJ-45,Mansarovar,409000
2019,Maruti,Baleno,Manual,46430,1st Owner,Petrol,KL-07,Kochi,693000
2016,Maruti,Baleno,Automatic,68815,1st Owner,Petrol,MH-01,Nagpur,584000
2018,Maruti,Alto K10,Manual,53237,1st Owner,Petrol,HR-85,Chandigarh,337000
2010,Maruti,Swift,Manual,82598,2nd Owner,Petrol,MH-03,Pune,260000
2016,Maruti,Ciaz,Manual,55437,2nd Owner,Petrol,KA-03,Bengaluru,661000
2015,Maruti,Wagon R 1.0,Manual,96498,1st Owner,Petrol,UP-70,Lucknow,305000
2013,Maruti,Swift Dzire,Manual,33497,1st Owner,Petrol,DL-5C,New Delhi,351000
2010,Maruti,Wagon R 1.0,Manual,86967,1st Owner,Petrol,DL-3C,Noida,156000
2012,Maruti,Swift,Manual,39155,1st Owner,Petrol,MH-12,Pune,397000
2014,Maruti,Celerio,Manual,59440,1st Owner,CNG,MH-02,Nagpur,393000
2017,Maruti,IGNIS,Automatic,21572,1st Owner,Petrol,UP-78,Lucknow,444000
2018,Maruti,Ciaz,Manual,63856,1st Owner,Petrol,UP-16,Noida,794000
2018,Maruti,Dzire,Automatic,16568,1st Owner,Petrol,HR-29,Gurugram,615000
2020,Maruti,Ciaz,Manual,18699,1st Owner,Petrol,HR-23,New Delhi,869000
2020,Maruti,Celerio X,Manual,45263,1st Owner,Petrol,GJ-32,Rajkot,521000
2016,Maruti,Baleno,Manual,58075,1st Owner,CNG,MH-05,Mumbai,617000
2015,Maruti,Celerio,Manual,80029,1st Owner,Petrol,DL-9C,New Delhi,323000
2010,Maruti,Swift Dzire,Manual,90039,1st Owner,Petrol,HR-26,Noida,216000
2020,Maruti,Celerio,Manual,40334,1st Owner,CNG,RJ-53,Mansarovar,510000
2015,Maruti,Swift Dzire,Manual,32110,1st Owner,Petrol,WB-06,Kolkata,408000
2019,Maruti,Swift,Manual,39548,1st Owner,Petrol,PB-29,Ludhiana,645000
2017,Maruti,Baleno,Manual,32062,1st Owner,Petrol,DL-14,Noida,581000
2016,Maruti,Swift,Manual,47771,1st Owner,Diesel,UP-14,Lucknow,428000
2019,Maruti,Vitara Brezza,Automatic,74766,1st Owner,Diesel,DL-3C,New Delhi,808000
2015,Maruti,S Cross,Manual,91260,2nd Owner,Diesel,KA-03,Bengaluru,637000
2020,Maruti,S PRESSO,Manual,76980,1st Owner,Petrol,UP-32,Lucknow,372000
2020,Maruti,Alto,Manual,24952,1st Owner,Petrol,UP-78,Lucknow,324200
2013,Maruti,Swift Dzire,Manual,51515,1st Owner,Petrol,UP-14,Ghaziabad,357000
2019,Maruti,Celerio,Manual,35898,1st Owner,Petrol,GJ-19,Ahmedabad,469000
2017,Maruti,Baleno,Manual,18353,1st Owner,Petrol,MH-43,Nasik,554000
2011,Maruti,Alto K10,Manual,39093,1st Owner,Petrol,DL-12,New Delhi,168000
2019,Maruti,Baleno,Manual,15415,1st Owner,Petrol,UP-32,Lucknow,668000
2016,Maruti,Swift Dzire,Manual,73201,1st Owner,Diesel,HR-36,Rohtak,544000
2020,Maruti,IGNIS,Manual,11195,1st Owner,Petrol,HR-51,Gurugram,488000
2017,Maruti,Baleno,Manual,74006,1st Owner,Petrol,WB-02,Kolkata,413000
2021,Maruti,New Wagon-R,Manual,32678,2nd Owner,CNG,MH-46,Navi Mumbai,602000
2011,Maruti,Zen Estilo,Manual,87929,1st Owner,Petrol,DL-3C,New Delhi,167000
2019,Maruti,Vitara Brezza,Automatic,54333,1st Owner,Diesel,TS-09,Hyderabad,974000
2022,Maruti,New Wagon-R,Manual,21656,1st Owner,CNG,MH-16,Pune,640200
2020,Maruti,Baleno,Manual,47484,2nd Owner,Petrol,HR-51,New Delhi,606000
2020,Maruti,Baleno,Manual,24356,1st Owner,Petrol,HR-13,Faridabad,640000
